3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
5,5,5,5,5,5,5,25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,12,12,16,3,3,
3,3,3,3,3,3,3,23,5,5,5,5,5,5,10,0,0,0,0,0,0,0,0,23,5,5,24,2,2,11,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,3,7,14,14,15,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,23,5,5,5,5,5,5,9,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
