36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
36,56,48,48,48,48,48,48,48,48,57,56,48,48,48,48,48,48,48,48,48,48,48,57,36,36,36,56,48,48,48,48,57,36,
36,47,1,1,1,1,1,1,1,1,49,47,1,1,1,1,1,1,1,1,1,1,1,49,36,36,36,47,1,1,1,1,49,36,
36,47,1,1,1,1,1,1,1,1,49,47,1,1,1,1,1,1,1,1,1,1,1,49,36,36,36,47,1,1,1,1,49,36,
36,47,1,1,1,1,1,1,1,1,49,47,1,1,1,1,1,1,1,1,1,1,1,49,36,36,36,47,1,1,1,1,49,36,
36,47,1,1,1,65,50,50,50,50,54,47,1,1,1,1,1,1,1,1,1,1,1,49,36,36,36,47,1,1,1,1,49,36,
36,47,1,1,1,49,36,36,36,36,36,47,1,1,1,1,1,1,1,1,1,1,1,49,36,36,36,47,1,1,1,65,54,36,
36,47,1,1,1,66,48,48,48,48,48,58,46,46,46,46,1,1,1,46,46,46,46,59,48,48,48,67,1,1,1,49,36,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,36,
36,55,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,64,1,1,1,66,57,36,
36,36,36,36,36,36,56,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,57,36,47,1,1,1,1,49,36,
36,56,48,48,48,48,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,47,1,1,1,1,49,36,
36,47,1,1,1,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,55,64,1,1,1,49,36,
36,47,1,1,1,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,56,67,1,1,1,49,36,
36,47,1,1,1,1,1,1,1,1,65,51,46,46,46,46,46,46,46,46,60,64,1,1,1,49,56,67,1,1,1,65,54,36,
36,47,1,1,1,1,1,1,1,1,49,47,1,1,1,1,1,1,1,1,49,47,1,1,1,49,47,1,1,1,65,54,36,36,
36,47,1,1,1,1,1,1,1,1,49,47,1,1,1,1,1,1,1,1,66,67,1,1,1,66,67,1,1,1,66,48,57,36,
36,55,50,50,50,50,64,1,1,1,49,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,
36,36,36,36,36,36,47,1,1,1,49,55,50,50,50,50,50,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,
36,56,48,48,48,48,67,1,1,1,66,48,48,48,48,57,36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,47,1,1,1,65,50,50,50,50,50,50,64,1,1,1,49,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,49,36,47,1,1,1,49,36,36,36,36,36,36,47,1,1,1,49,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,49,56,67,1,1,1,49,36,36,36,36,36,36,47,1,1,1,49,36,
36,55,50,50,50,50,50,50,50,50,50,64,1,1,1,49,47,1,1,1,65,54,56,48,48,48,48,48,58,60,50,50,54,36,
36,36,36,36,36,36,36,36,36,36,36,47,1,1,1,49,47,1,1,1,49,56,67,1,1,1,1,1,1,49,36,36,36,36,
36,56,48,48,48,48,48,48,48,48,57,47,1,1,1,49,47,1,1,1,66,67,1,1,1,1,1,1,1,49,36,36,36,36,
36,47,1,1,1,1,1,1,1,1,66,67,1,1,1,66,67,1,1,1,1,1,1,1,1,1,1,1,1,66,57,36,36,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,50,50,64,1,1,1,49,36,36,36,
36,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,64,1,1,65,54,36,36,47,1,1,1,66,57,36,36,
36,47,1,1,1,1,65,64,1,1,1,1,1,1,1,1,1,1,49,55,50,50,54,36,36,36,55,64,1,1,1,49,36,36,
36,55,50,50,50,50,54,55,50,50,50,50,50,50,50,50,50,50,54,36,36,36,36,36,36,36,36,47,1,1,1,49,36,36,
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
